crime_place,crime_cnt
서울_관악,36
서울_광진,32
서울_구로,59
서울_금천,49
서울_노원,17
서울_도봉,7
서울_동대문,65
서울_동작,13
서울_마포,20
서울_서대문,12
서울_서초,77
서울_성동,23
서울_성북,22
서울_송파,39
서울_양천,14
서울_영등포,35
서울_용산,17
서울_은평,43
서울_종로,45
서울_중구,39
서울_중랑,23
성남,76
수원,41
순천,46
시흥,4
아산,43
안동,6
안산,223
안양,47
양산,34
여수,85
용인,29
울산_남구,52
울산_동구,20
울산_북구,21
울산_울주군,46
울산_중구,10
원주,84
의정부,49
이천,29
익산,52
인천_강화군,3
인천_계양,21
인천_남동,89
인천_동구,15
인천_미추홀,64
인천_부평,39
인천_서구,60
인천_연수,50
인천_옹진군,2
인천_중구,58
전주,93
정읍,21
제주,84
제천,11
진주,27
창원,162
천안,93
청주,109
춘천,45
충주,49
파주,77
평택,101
포항,68
강릉,14
거제,16
경산,19
경주,21
고양,29
광명,0
광주_광산,0
광주_남구,1
광주_동구,3
광주_북구,0
광주_서구,0
구리,0
구미,4
군산,6
군포,0
기타 도시,668
김천,24
김해,5
남양주,16
논산,19
대구_남구,0
대구_달서,2
대구_달성군,4
대구_동구,1
대구_북구,1
대구_서구,0
대구_수성,1
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,1
대전_중구,0
도시이외,887
목포,0
범죄분류,산지관리법
부산_강서,0
부산_금정,5
부산_기장군,5
부산_남구,1
부산_동구,0
부산_동래,2
부산_부산진,1
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,2
부천,1
서산,21
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,1
서울_금천,0
서울_노원,1
서울_도봉,1
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,2
서울_종로,2
서울_중구,0
서울_중랑,0
성남,5
수원,0
순천,8
시흥,0
아산,52
안동,17
안산,17
안양,1
양산,5
여수,1
용인,48
울산_남구,0
울산_동구,1
울산_북구,5
울산_울주군,35
울산_중구,2
원주,13
의정부,0
이천,58
익산,15
인천_강화군,13
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,3
인천_부평,1
인천_서구,5
인천_연수,1
인천_옹진군,9
인천_중구,15
전주,9
정읍,10
제주,58
제천,15
진주,0
창원,19
천안,52
청주,47
춘천,25
충주,30
파주,60
평택,14
포항,17
강릉,2
거제,6
경산,4
경주,5
고양,92
광명,15
광주_광산,3
광주_남구,6
광주_동구,47
광주_북구,9
광주_서구,13
구리,13
구미,14
군산,7
군포,4
기타 도시,345
김천,5
김해,24
남양주,41
논산,4
대구_남구,7
대구_달서,20
대구_달성군,7
대구_동구,11
대구_북구,15
대구_서구,13
대구_수성,12
대구_중구,47
대전_대덕,9
대전_동구,12
대전_서구,17
대전_유성,18
대전_중구,16
도시이외,41
목포,10
범죄분류,상표법
부산_강서,17
부산_금정,4
부산_기장군,4
부산_남구,8
부산_동구,39
부산_동래,18
부산_부산진,76
부산_북구,9
부산_사상,18
부산_사하,8
부산_서구,3
부산_수영,4
부산_연제,5
부산_영도,2
부산_중구,50
부산_해운대,15
부천,50
서산,1
서울_강남,100
서울_강동,21
서울_강북,26
서울_강서,38
서울_관악,19
서울_광진,30
서울_구로,21
서울_금천,127
서울_노원,22
서울_도봉,52
서울_동대문,28
서울_동작,19
서울_마포,12
서울_서대문,9
서울_서초,49
서울_성동,24
서울_성북,28
서울_송파,47
서울_양천,24
서울_영등포,31
서울_용산,25
서울_은평,14
서울_종로,52
서울_중구,423
서울_중랑,29
성남,46
수원,48
순천,5
시흥,21
아산,2
안동,3
안산,30
안양,34
양산,8
여수,162
용인,32
울산_남구,16
울산_동구,1
울산_북구,1
울산_울주군,1
울산_중구,5
원주,7
의정부,46
이천,6
익산,9
인천_강화군,1
인천_계양,13
인천_남동,10
인천_동구,2
인천_미추홀,19
인천_부평,32
인천_서구,30
인천_연수,10
인천_옹진군,0
인천_중구,125
전주,20
정읍,3
제주,33
제천,2
진주,5
창원,31
천안,18
청주,39
춘천,7
충주,8
파주,28
평택,27
포항,20
강릉,0
거제,0
경산,6
경주,8
고양,8
광명,1
광주_광산,8
광주_남구,0
광주_동구,1
광주_북구,4
광주_서구,1
구리,0
구미,13
군산,7
군포,0
기타 도시,138
김천,3
김해,13
남양주,13
논산,2
대구_남구,1
대구_달서,5
대구_달성군,12
대구_동구,3
대구_북구,2
대구_서구,4
대구_수성,1
대구_중구,0
대전_대덕,10
대전_동구,7
대전_서구,3
대전_유성,7
대전_중구,5
도시이외,161
목포,19
범죄분류,석유및석유대체연료사업법
부산_강서,4
부산_금정,4
부산_기장군,6
부산_남구,179
부산_동구,186
부산_동래,1
부산_부산진,1
부산_북구,1
부산_사상,2
부산_사하,4
부산_서구,0
부산_수영,0
부산_연제,2
부산_영도,1
부산_중구,460
부산_해운대,2
부천,2
서산,2
서울_강남,1
서울_강동,1
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,1
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,1
서울_동작,0
서울_마포,1
서울_서대문,0
서울_서초,1
서울_성동,2
서울_성북,4
서울_송파,2
서울_양천,0
서울_영등포,3
서울_용산,2
서울_은평,0
서울_종로,1
서울_중구,1
서울_중랑,1
성남,1
수원,2
순천,7
시흥,2
아산,5
안동,4
안산,1
안양,1
양산,1
여수,14
용인,12
울산_남구,8
울산_동구,0
울산_북구,1
울산_울주군,8
울산_중구,2
원주,5
의정부,5
이천,8
익산,7
인천_강화군,1
인천_계양,0
인천_남동,1
인천_동구,3
인천_미추홀,1
인천_부평,5
인천_서구,7
인천_연수,0
인천_옹진군,0
인천_중구,3
전주,5
정읍,1
제주,0
제천,10
진주,4
창원,10
천안,12
청주,15
춘천,3
충주,4
파주,9
평택,8
포항,35
강릉,0
거제,3
경산,0
경주,0
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,11
군포,0
기타 도시,399
김천,0
김해,1
남양주,1
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,203
목포,12
범죄분류,선박안전법
부산_강서,2
부산_금정,0
부산_기장군,2
부산_남구,2
부산_동구,3
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,2
부산_서구,1
부산_수영,2
부산_연제,0
부산_영도,8
부산_중구,6
부산_해운대,1101
부천,0
서산,1
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,4
용인,0
울산_남구,1
울산_동구,2
울산_북구,0
울산_울주군,33
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,2
인천_계양,0
인천_남동,0
인천_동구,3
인천_미추홀,0
인천_부평,0
인천_서구,4
인천_연수,1
인천_옹진군,3
인천_중구,18
전주,0
정읍,0
제주,12
제천,0
진주,1
창원,9
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,0
포항,93
강릉,0
거제,377
경산,0
경주,2
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,99
군포,0
기타 도시,62
김천,0
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,1557
목포,1
범죄분류,선박직원법
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,7
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,2
부산_수영,0
부산_연제,0
부산_영도,4
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,1
안양,0
양산,0
여수,15
용인,0
울산_남구,2
울산_동구,0
울산_북구,0
울산_울주군,2
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,0
인천_중구,23
전주,0
정읍,0
제주,11
제천,0
진주,0
창원,3
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,8
포항,3
강릉,9
거제,8
경산,5
경주,7
고양,106
광명,46
광주_광산,41
광주_남구,2
광주_동구,17
광주_북구,22
광주_서구,90
구리,30
구미,38
군산,29
군포,27
기타 도시,480
김천,11
김해,62
남양주,49
논산,10
대구_남구,20
대구_달서,78
대구_달성군,2
대구_동구,119
대구_북구,15
대구_서구,20
대구_수성,36
대구_중구,33
대전_대덕,12
대전_동구,44
대전_서구,120
대전_유성,61
대전_중구,34
도시이외,106
목포,17
범죄분류,성매매알선등행위의처벌에관한법률
부산_강서,4
부산_금정,4
부산_기장군,10
부산_남구,7
부산_동구,20
부산_동래,226
부산_부산진,175
부산_북구,12
부산_사상,49
부산_사하,12
부산_서구,19
부산_수영,1
부산_연제,55
부산_영도,4
부산_중구,25
부산_해운대,65
부천,151
서산,21
서울_강남,287
서울_강동,58
서울_강북,58
서울_강서,88
서울_관악,144
서울_광진,68
서울_구로,79
서울_금천,41
서울_노원,27
서울_도봉,22
서울_동대문,33
서울_동작,24
서울_마포,64
서울_서대문,25
서울_서초,74
서울_성동,31
서울_성북,40
서울_송파,72
서울_양천,17
서울_영등포,94
서울_용산,9
서울_은평,24
서울_종로,51
서울_중구,25
서울_중랑,21
성남,150
수원,277
순천,22
시흥,75
아산,23
안동,30
안산,189
안양,119
양산,65
여수,13
용인,88
울산_남구,54
울산_동구,5
울산_북구,3
울산_울주군,10
울산_중구,5
원주,11
의정부,54
이천,20
익산,54
인천_강화군,2
인천_계양,69
인천_남동,412
인천_동구,7
인천_미추홀,244
인천_부평,98
인천_서구,77
인천_연수,47
인천_옹진군,0
인천_중구,12
전주,67
정읍,2
제주,50
제천,10
진주,23
창원,71
천안,73
청주,63
춘천,15
충주,80
파주,24
평택,87
포항,36
강릉,0
거제,1
경산,0
경주,0
고양,1
광명,0
광주_광산,2
광주_남구,0
광주_동구,0
광주_북구,1
광주_서구,0
구리,1
구미,0
군산,0
군포,0
기타 도시,27
김천,0
김해,0
남양주,6
논산,1
대구_남구,0
대구_달서,0
대구_달성군,2
대구_동구,2
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,1
대전_동구,1
대전_서구,0
대전_유성,0
대전_중구,1
도시이외,18
목포,0
범죄분류,수도법
부산_강서,0
부산_금정,2
부산_기장군,1
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,1
부산_북구,1
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,0
부천,2
서산,0
서울_강남,2
서울_강동,1
서울_강북,0
서울_강서,1
서울_관악,0
서울_광진,0
서울_구로,1
서울_금천,0
서울_노원,0
서울_도봉,1
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,1
서울_종로,0
서울_중구,0
서울_중랑,0
성남,1
수원,2
순천,0
시흥,0
아산,9
안동,1
안산,1
안양,2
양산,0
여수,0
용인,2
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,14
울산_중구,0
원주,0
의정부,0
이천,0
익산,1
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,0
인천_중구,1
전주,0
정읍,0
제주,0
제천,0
진주,21
창원,1
천안,1
청주,7
춘천,0
충주,0
파주,5
평택,1
포항,2
강릉,3
거제,324
경산,0
경주,1
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,167
군포,0
기타 도시,350
김천,0
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,1506
목포,2
범죄분류,수산업법
부산_강서,21
부산_금정,0
부산_기장군,1
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,6
부산_서구,0
부산_수영,1
부산_연제,0
부산_영도,3
부산_중구,0
부산_해운대,13
부천,0
서산,2
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,2
시흥,1
아산,0
안동,0
안산,9
안양,0
양산,0
여수,49
용인,0
울산_남구,1
울산_동구,1
울산_북구,4
울산_울주군,5
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,8
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,1
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,16
인천_중구,5
전주,0
정읍,0
제주,12
제천,0
진주,0
창원,31
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,326
포항,26
강릉,35
거제,40
경산,0
경주,84
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,42
군포,0
기타 도시,136
김천,0
김해,1
남양주,0
논산,0
대구_남구,1
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,0
대구_서구,0
대구_수성,1
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,654
목포,36
범죄분류,수산자원관리법
부산_강서,3
부산_금정,0
부산_기장군,10
부산_남구,0
부산_동구,1
부산_동래,0
부산_부산진,1
부산_북구,0
부산_사상,0
부산_사하,9
부산_서구,1
부산_수영,1
부산_연제,0
부산_영도,3
부산_중구,10
부산_해운대,4
부천,0
서산,4
서울_강남,0
서울_강동,0
서울_강북,0
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,0
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,4
안양,0
양산,0
여수,57
용인,0
울산_남구,2
울산_동구,3
울산_북구,7
울산_울주군,9
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,4
인천_계양,0
인천_남동,3
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,1
인천_연수,2
인천_옹진군,22
인천_중구,3
전주,0
정읍,0
제주,8
제천,0
진주,0
창원,41
천안,0
청주,0
춘천,0
충주,0
파주,0
평택,100
포항,674
강릉,17
거제,58
경산,10
경주,26
고양,97
광명,39
광주_광산,27
광주_남구,15
광주_동구,7
광주_북구,43
광주_서구,69
구리,24
구미,23
군산,34
군포,23
기타 도시,924
김천,18
김해,75
남양주,94
논산,4
대구_남구,15
대구_달서,20
대구_달성군,24
대구_동구,26
대구_북구,17
대구_서구,27
대구_수성,30
대구_중구,12
대전_대덕,30
대전_동구,22
대전_서구,42
대전_유성,17
대전_중구,34
도시이외,460
목포,18
범죄분류,식품위생법
부산_강서,73
부산_금정,72
부산_기장군,115
부산_남구,65
부산_동구,26
부산_동래,27
부산_부산진,63
부산_북구,51
부산_사상,73
부산_사하,84
부산_서구,32
부산_수영,51
부산_연제,49
부산_영도,18
부산_중구,38
부산_해운대,84
부천,63
서산,26
서울_강남,92
서울_강동,45
서울_강북,53
서울_강서,60
서울_관악,80
서울_광진,23
서울_구로,53
서울_금천,36
서울_노원,120
서울_도봉,31
서울_동대문,99
서울_동작,42
서울_마포,143
서울_서대문,47
서울_서초,31
서울_성동,11
서울_성북,39
서울_송파,61
서울_양천,36
서울_영등포,56
서울_용산,78
서울_은평,55
서울_종로,98
서울_중구,45
서울_중랑,28
성남,64
수원,149
순천,6
시흥,45
아산,39
안동,5
안산,85
안양,51
양산,32
여수,50
용인,75
울산_남구,18
울산_동구,3
울산_북구,10
울산_울주군,12
울산_중구,12
원주,61
의정부,35
이천,47
익산,32
인천_강화군,5
인천_계양,31
인천_남동,104
인천_동구,3
인천_미추홀,44
인천_부평,62
인천_서구,46
인천_연수,23
인천_옹진군,1
인천_중구,61
전주,106
정읍,11
제주,93
제천,5
진주,38
창원,148
천안,87
청주,59
춘천,17
충주,9
파주,33
평택,39
포항,51
강릉,0
거제,2
경산,0
경주,1
고양,0
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,0
광주_서구,0
구리,0
구미,0
군산,0
군포,0
기타 도시,4
김천,0
김해,0
남양주,0
논산,0
대구_남구,0
대구_달서,0
대구_달성군,0
대구_동구,0
대구_북구,1
대구_서구,0
대구_수성,0
대구_중구,0
대전_대덕,0
대전_동구,0
대전_서구,0
대전_유성,0
대전_중구,0
도시이외,0
목포,0
범죄분류,신용정보의 이용 및 보호에 관한법률
부산_강서,0
부산_금정,0
부산_기장군,0
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,1
부산_서구,0
부산_수영,0
부산_연제,2
부산_영도,0
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,2
서울_강동,0
서울_강북,0
서울_강서,1
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,0
서울_동작,0
서울_마포,2
서울_서대문,0
서울_서초,1
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,0
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,2
서울_중랑,0
성남,1
수원,0
순천,0
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,0
용인,0
울산_남구,0
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,0
의정부,0
이천,0
익산,0
인천_강화군,0
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,0
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,0
정읍,0
제주,0
제천,0
진주,0
창원,0
천안,0
청주,1
춘천,1
충주,0
파주,0
평택,0
포항,0
강릉,1
거제,1
경산,1
경주,1
고양,3
광명,0
광주_광산,10
광주_남구,4
광주_동구,1
광주_북구,9
광주_서구,3
구리,1
구미,1
군산,2
군포,1
기타 도시,25
김천,2
김해,1
남양주,0
논산,0
대구_남구,0
대구_달서,9
대구_달성군,0
대구_동구,0
대구_북구,1
대구_서구,5
대구_수성,2
대구_중구,1
대전_대덕,0
대전_동구,4
대전_서구,3
대전_유성,2
대전_중구,6
도시이외,12
목포,2
범죄분류,"아동,청소년의성보호에관한법률(성매수등)"
부산_강서,0
부산_금정,2
부산_기장군,1
부산_남구,1
부산_동구,0
부산_동래,5
부산_부산진,12
부산_북구,2
부산_사상,3
부산_사하,5
부산_서구,1
부산_수영,1
부산_연제,0
부산_영도,3
부산_중구,0
부산_해운대,2
부천,5
서산,2
서울_강남,1
서울_강동,1
서울_강북,2
서울_강서,3
서울_관악,1
서울_광진,1
서울_구로,1
서울_금천,2
서울_노원,0
서울_도봉,0
서울_동대문,2
서울_동작,1
서울_마포,1
서울_서대문,0
서울_서초,1
서울_성동,0
서울_성북,2
서울_송파,1
서울_양천,2
서울_영등포,5
서울_용산,0
서울_은평,3
서울_종로,2
서울_중구,0
서울_중랑,1
성남,12
수원,11
순천,2
시흥,8
아산,0
안동,2
안산,14
안양,6
양산,1
여수,3
용인,2
울산_남구,2
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,2
원주,1
의정부,2
이천,3
익산,1
인천_강화군,0
인천_계양,1
인천_남동,10
인천_동구,2
인천_미추홀,7
인천_부평,12
인천_서구,3
인천_연수,5
인천_옹진군,0
인천_중구,1
전주,10
정읍,0
제주,6
제천,1
진주,0
창원,7
천안,3
청주,2
춘천,1
충주,1
파주,3
평택,3
포항,3
강릉,2
거제,2
경산,6
경주,1
고양,6
광명,1
광주_광산,3
광주_남구,3
광주_동구,12
광주_북구,7
광주_서구,7
구리,0
구미,4
군산,1
군포,7
기타 도시,100
김천,2
김해,11
남양주,2
논산,3
대구_남구,3
대구_달서,6
대구_달성군,1
대구_동구,4
대구_북구,20
대구_서구,2
대구_수성,3
대구_중구,9
대전_대덕,0
대전_동구,43
대전_서구,16
대전_유성,2
대전_중구,1
도시이외,35
목포,6
범죄분류,"아동,청소년의성보호에관한법률(음란물등)"
부산_강서,4
부산_금정,3
부산_기장군,0
부산_남구,9
부산_동구,6
부산_동래,47
부산_부산진,5
부산_북구,5
부산_사상,3
부산_사하,5
부산_서구,2
부산_수영,2
부산_연제,5
부산_영도,0
부산_중구,1
부산_해운대,7
부천,108
서산,2
서울_강남,8
서울_강동,5
서울_강북,23
서울_강서,12
서울_관악,7
서울_광진,6
서울_구로,6
서울_금천,6
서울_노원,9
서울_도봉,8
서울_동대문,8
서울_동작,3
서울_마포,4
서울_서대문,7
서울_서초,4
서울_성동,2
서울_성북,2
서울_송파,4
서울_양천,5
서울_영등포,8
서울_용산,8
서울_은평,2
서울_종로,4
서울_중구,1
서울_중랑,2
성남,12
수원,23
순천,6
시흥,7
아산,2
안동,18
안산,11
안양,7
양산,4
여수,3
용인,6
울산_남구,6
울산_동구,1
울산_북구,2
울산_울주군,2
울산_중구,6
원주,5
의정부,5
이천,0
익산,3
인천_강화군,1
인천_계양,7
인천_남동,49
인천_동구,0
인천_미추홀,5
인천_부평,7
인천_서구,5
인천_연수,2
인천_옹진군,0
인천_중구,0
전주,13
정읍,0
제주,6
제천,0
진주,3
창원,15
천안,8
청주,14
춘천,8
충주,4
파주,7
평택,5
포항,6
강릉,12
거제,36
경산,10
경주,12
고양,70
광명,42
광주_광산,38
광주_남구,21
광주_동구,7
광주_북구,33
광주_서구,27
구리,20
구미,15
군산,44
군포,21
기타 도시,408
김천,3
김해,19
남양주,69
논산,10
대구_남구,10
대구_달서,37
대구_달성군,23
대구_동구,23
대구_북구,31
대구_서구,16
대구_수성,30
대구_중구,6
대전_대덕,14
대전_동구,29
대전_서구,63
대전_유성,27
대전_중구,45
도시이외,288
목포,35
범죄분류,아동복지법
부산_강서,10
부산_금정,25
부산_기장군,11
부산_남구,24
부산_동구,8
부산_동래,19
부산_부산진,31
부산_북구,16
부산_사상,19
부산_사하,22
부산_서구,8
부산_수영,13
부산_연제,10
부산_영도,5
부산_중구,11
부산_해운대,31
부천,95
서산,22
서울_강남,14
서울_강동,15
서울_강북,27
서울_강서,19
서울_관악,34
서울_광진,25
서울_구로,28
서울_금천,22
서울_노원,36
서울_도봉,32
서울_동대문,25
서울_동작,25
서울_마포,17
서울_서대문,30
서울_서초,28
서울_성동,7
서울_성북,28
서울_송파,46
서울_양천,22
서울_영등포,28
서울_용산,11
서울_은평,34
서울_종로,7
서울_중구,3
서울_중랑,20
성남,65
수원,121
순천,15
시흥,44
아산,29
안동,13
안산,182
안양,39
양산,23
여수,22
용인,53
울산_남구,40
울산_동구,31
울산_북구,39
울산_울주군,21
울산_중구,40
원주,32
의정부,44
이천,27
익산,38
인천_강화군,7
인천_계양,22
인천_남동,43
인천_동구,4
인천_미추홀,29
인천_부평,32
인천_서구,44
인천_연수,8
인천_옹진군,0
인천_중구,7
전주,51
정읍,10
제주,30
제천,5
진주,17
창원,37
천안,48
청주,76
춘천,23
충주,17
파주,38
평택,53
포항,47
강릉,1
거제,2
경산,1
경주,1
고양,2
광명,0
광주_광산,0
광주_남구,0
광주_동구,0
광주_북구,1
광주_서구,0
구리,0
구미,0
군산,0
군포,1
기타 도시,18
김천,0
김해,1
남양주,1
논산,0
대구_남구,0
대구_달서,0
대구_달성군,1
대구_동구,2
대구_북구,0
대구_서구,3
대구_수성,1
대구_중구,0
대전_대덕,1
대전_동구,0
대전_서구,1
대전_유성,1
대전_중구,0
도시이외,13
목포,1
범죄분류,액화석유가스의 안전관리 및 사업법
부산_강서,0
부산_금정,0
부산_기장군,2
부산_남구,0
부산_동구,0
부산_동래,0
부산_부산진,0
부산_북구,0
부산_사상,0
부산_사하,0
부산_서구,0
부산_수영,0
부산_연제,0
부산_영도,0
부산_중구,0
부산_해운대,0
부천,0
서산,0
서울_강남,0
서울_강동,0
서울_강북,1
서울_강서,0
서울_관악,0
서울_광진,0
서울_구로,0
서울_금천,0
서울_노원,0
서울_도봉,0
서울_동대문,1
서울_동작,0
서울_마포,0
서울_서대문,0
서울_서초,0
서울_성동,0
서울_성북,0
서울_송파,0
서울_양천,1
서울_영등포,0
서울_용산,0
서울_은평,0
서울_종로,0
서울_중구,0
서울_중랑,0
성남,1
수원,0
순천,1
시흥,0
아산,0
안동,0
안산,0
안양,0
양산,0
여수,7
용인,2
울산_남구,1
울산_동구,0
울산_북구,0
울산_울주군,0
울산_중구,0
원주,1
의정부,1
이천,0
익산,0
인천_강화군,1
인천_계양,0
인천_남동,0
인천_동구,0
인천_미추홀,0
인천_부평,0
인천_서구,1
인천_연수,0
인천_옹진군,0
인천_중구,0
전주,1
정읍,0
제주,0
제천,1
진주,0
창원,0
천안,0
청주,5
춘천,0
충주,3
파주,0
평택,0
포항,0
강릉,9
거제,0
경산,4
경주,5
고양,21
광명,5
광주_광산,0
광주_남구,0
광주_동구,2
광주_북구,4
광주_서구,1
구리,3
구미,3
군산,0
군포,7
기타 도시,93
김천,3
김해,5
남양주,10
논산,0
대구_남구,2
대구_달서,7
대구_달성군,2
대구_동구,4
대구_북구,6
대구_서구,8
대구_수성,9
대구_중구,12
대전_대덕,2
대전_동구,4
대전_서구,9
대전_유성,0
대전_중구,6
도시이외,45
목포,2
범죄분류,약사법
부산_강서,3
부산_금정,7
부산_기장군,4
부산_남구,5
부산_동구,5
부산_동래,4
부산_부산진,10
부산_북구,6
부산_사상,3
부산_사하,1
부산_서구,1
부산_수영,6
부산_연제,0
부산_영도,0
부산_중구,6
부산_해운대,16
부천,13
서산,9
서울_강남,19
서울_강동,6
서울_강북,14
서울_강서,5
서울_관악,14
서울_광진,4
서울_구로,17
서울_금천,6
서울_노원,4
서울_도봉,3
